w3-w2-3234,w3,w2,connected_up
w2-t6-3237,w2,t6,connected_up
t6-w2-3238,t6,w2,connected_up
w2-t11-3241,w2,t11,connected_up
t11-w2-3242,t11,w2,connected_up
w3-t6-3244,w3,t6,connected_up
t6-w3-3246,t6,w3,connected_up
w3-t11-3248,w3,t11,connected_up
t11-w3-3250,t11,w3,connected_up
t11-t6-3252,t11,t6,connected_up
t6-t11-3253,t6,t11,connected_up
